0.0035468,0.0010742,0.0049705,0.0039644,0.0031031,0.0041001
0.0036621,0.0042725,0.0048828,0.0036621,0.0036621,0.0042725
0.0042725,0.0042725,0.0048828,0.0042725,0.0048828,0.0036621
0.0067139,0.010986,0.0067139,0.0079346,0.0097656,0.010986
0.015869,0.021362,0.015259,0.01709,0.018921,0.020752
0.028687,0.033569,0.027466,0.028687,0.032349,0.031738
0.043335,0.048828,0.040894,0.042725,0.047607,0.046997
0.061035,0.06897,0.059204,0.061035,0.065308,0.064697
0.079956,0.08667,0.076904,0.077515,0.083618,0.081787
0.099487,0.10742,0.096436,0.096436,0.10376,0.1001
0.12024,0.12878,0.11658,0.11597,0.1239,0.11963
0.1416,0.15015,0.13794,0.13672,0.14526,0.13977
0.16663,0.177,0.16418,0.16052,0.17029,0.16357
0.18982,0.20142,0.18677,0.18188,0.19348,0.18494
0.21423,0.22522,0.20996,0.20508,0.21729,0.20691
0.23743,0.25024,0.23438,0.22766,0.2417,0.2301
0.26245,0.27649,0.2594,0.25146,0.2655,0.2533
0.29053,0.30457,0.28748,0.2771,0.29358,0.27954
0.31616,0.33081,0.3125,0.3009,0.31799,0.30396
0.34119,0.35706,0.33752,0.32593,0.34424,0.32715
0.36743,0.38391,0.36438,0.35034,0.36987,0.35156
0.39307,0.41138,0.39062,0.37476,0.39551,0.37537
0.41992,0.43762,0.41626,0.39978,0.42175,0.40039
0.44983,0.46875,0.44739,0.42786,0.45227,0.42847
0.47668,0.49622,0.47363,0.45288,0.47852,0.45349
0.50354,0.52429,0.5011,0.47913,0.50598,0.47791
0.5304,0.55237,0.52856,0.50476,0.53223,0.50415
0.55847,0.58044,0.55481,0.5304,0.55969,0.52917
0.58899,0.61218,0.58655,0.55969,0.5896,0.55725
0.61646,0.64087,0.6134,0.58533,0.61707,0.58411
0.64392,0.66956,0.64209,0.61096,0.64453,0.60974
0.67139,0.69763,0.66956,0.63782,0.67261,0.63538
0.69946,0.72693,0.69702,0.66406,0.70007,0.66101
0.73059,0.75867,0.72876,0.69397,0.7312,0.6897
0.75867,0.78796,0.75745,0.72021,0.75928,0.71594
0.78674,0.81726,0.78552,0.74707,0.78674,0.74219
0.81482,0.84534,0.81421,0.77271,0.81482,0.76782
0.84229,0.87524,0.84167,0.80017,0.84351,0.79407
0.87463,0.90759,0.87402,0.83008,0.87402,0.82397
0.90271,0.93689,0.9021,0.85693,0.90271,0.85022
0.9314,0.96619,0.9314,0.88318,0.9314,0.87646
0.96008,0.9967,0.96008,0.91064,0.95886,0.90332
0.98816,1.0254,0.98877,0.9375,0.98694,0.92957
1.0162,1.0547,1.0175,0.96497,1.0162,0.95642
1.0486,1.0876,1.0486,0.99487,1.048,0.98633
1.0779,1.1169,1.0779,1.0205,1.076,1.0126
1.106,1.1475,1.1072,1.0492,1.1047,1.04
1.1346,1.1774,1.1359,1.076,1.1334,1.0663
1.1633,1.2067,1.1646,1.1029,1.1615,1.0925
1.1951,1.2402,1.1975,1.1334,1.1938,1.123
1.225,1.2695,1.2262,1.1603,1.2225,1.1505
1.2531,1.2994,1.2549,1.1877,1.2512,1.1761
1.2817,1.3293,1.2842,1.2152,1.2799,1.2036
1.3104,1.3593,1.3129,1.2421,1.308,1.2305
1.3434,1.3922,1.3458,1.2732,1.3409,1.2604
1.3721,1.4227,1.3751,1.3007,1.3696,1.2872
1.4001,1.4526,1.4038,1.3275,1.3977,1.3135
1.4294,1.4825,1.4331,1.3544,1.4264,1.3416
1.4581,1.5118,1.4624,1.3818,1.4557,1.3684
1.4905,1.546,1.4941,1.413,1.4868,1.3983
1.5198,1.5759,1.524,1.4404,1.5173,1.4252
1.5491,1.6058,1.5527,1.4673,1.5454,1.4514
1.5778,1.6357,1.582,1.4948,1.5741,1.4789
1.6071,1.6656,1.6113,1.5222,1.6034,1.5057
1.6364,1.6949,1.64,1.5491,1.6309,1.5332
1.6681,1.7291,1.673,1.5808,1.6638,1.5631
1.6974,1.7584,1.7023,1.6077,1.6925,1.5906
1.7267,1.7889,1.7322,1.6345,1.7218,1.6174
1.756,1.8195,1.7609,1.662,1.7511,1.6443
1.7841,1.8494,1.7902,1.6895,1.7792,1.6711
1.817,1.8829,1.8225,1.7206,1.8121,1.701
1.8463,1.9135,1.8524,1.7487,1.8414,1.7285
1.8756,1.9427,1.8817,1.7755,1.8695,1.7554
1.9037,1.9727,1.9104,1.803,1.8976,1.7822
1.933,2.0032,1.9397,1.8304,1.9275,1.8091
1.9653,2.0361,1.9727,1.861,1.9592,1.8396
1.9946,2.0673,2.0026,1.8878,1.9885,1.8658
2.0233,2.0966,2.0312,1.9159,2.0166,1.8927
2.052,2.1271,2.0605,1.9427,2.0459,1.9208
2.0813,2.1564,2.0892,1.9708,2.0752,1.9476
2.1143,2.1863,2.1222,2.002,2.1075,1.9781
2.1429,2.2034,2.1515,2.0282,2.1362,2.005
2.1722,2.2223,2.1808,2.0557,2.1661,2.0312
2.2003,2.2418,2.2101,2.0837,2.1942,2.0581
2.2302,2.2614,2.2394,2.1106,2.2235,2.0856
2.2589,2.2803,2.2687,2.1381,2.2516,2.1124
2.2913,2.3029,2.3016,2.1686,2.2845,2.1429
2.3181,2.3212,2.3303,2.196,2.3145,2.1692
2.3352,2.3401,2.3596,2.2235,2.3419,2.1869
2.3553,2.3596,2.3846,2.2504,2.3712,2.2034
2.3749,2.3773,2.3846,2.2784,2.3846,2.2198
2.3853,2.3865,2.384,2.309,2.3846,2.2394
2.3853,2.3859,2.3853,2.3352,2.3853,2.2559
2.3859,2.3859,2.3853,2.3627,2.3846,2.2736
2.3859,2.3859,2.3846,2.3853,2.3846,2.2913
2.3865,2.3859,2.3846,2.3853,2.3853,2.3077
2.3859,2.3859,2.384,2.3859,2.3846,2.3254
2.3853,2.3859,2.3853,2.3859,2.384,2.3425
2.3853,2.3859,2.3846,2.3859,2.3846,2.359
2.3859,2.3859,2.3846,2.3865,2.384,2.3755
2.3859,2.3865,2.384,2.3846,2.3853,2.3853
2.3859,2.3865,2.384,2.3853,2.384,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3853,2.3853
2.3859,2.3865,2.384,2.3859,2.384,2.3853
2.3853,2.3853,2.3846,2.3859,2.3846,2.3846
2.3859,2.3859,2.384,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.384,2.384
2.3859,2.3859,2.3846,2.3853,2.3846,2.384
2.3859,2.3859,2.3846,2.3859,2.3859,2.3853
2.3859,2.3859,2.3846,2.3853,2.3846,2.3853
2.3853,2.3859,2.384,2.3853,2.3853,2.3859
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3853,2.3853,2.3846
2.3853,2.3853,2.3846,2.3859,2.3846,2.3846
2.3859,2.3859,2.384,2.3853,2.3846,2.3853
2.3859,2.3859,2.3846,2.3853,2.3853,2.3846
2.3853,2.3859,2.384,2.3853,2.3853,2.3853
2.3853,2.3859,2.3846,2.3859,2.384,2.3846
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3859,2.3853,2.3859,2.3853,2.3853
2.3853,2.3859,2.3853,2.3853,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3853,2.3859
2.3859,2.3859,2.384,2.3859,2.3846,2.3846
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3853,2.3853,2.3853,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3853,2.3853
2.3859,2.3853,2.384,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3846
2.3853,2.3859,2.384,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3846
2.3853,2.3859,2.384,2.3859,2.384,2.3846
2.3859,2.3853,2.3846,2.3859,2.384,2.3853
2.3859,2.3853,2.3853,2.3865,2.3846,2.3853
2.3859,2.3865,2.3853,2.3859,2.3846,2.3859
2.3859,2.3865,2.3846,2.3853,2.3846,2.3859
2.3853,2.3859,2.3846,2.3853,2.3846,2.3853
2.3859,2.3865,2.384,2.3859,2.3846,2.3853
2.3853,2.3859,2.384,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3853,2.3846,2.3846
2.3853,2.3859,2.3853,2.3859,2.384,2.3853
2.3853,2.3859,2.384,2.3859,2.384,2.3853
2.3853,2.3859,2.384,2.3853,2.3846,2.3846
2.3859,2.3859,2.3846,2.3865,2.3846,2.3853
2.3853,2.3859,2.384,2.3859,2.3853,2.3853
2.3846,2.3859,2.3846,2.3859,2.3853,2.3846
2.3859,2.3853,2.3846,2.3859,2.384,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3846
2.3853,2.3853,2.384,2.3859,2.3846,2.3859
2.3853,2.3859,2.384,2.3859,2.3853,2.3846
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3853,2.3846,2.3853
2.3859,2.3865,2.3846,2.3853,2.384,2.3853
2.3853,2.3865,2.3853,2.3853,2.384,2.3853
2.3853,2.3859,2.3853,2.3853,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3853,2.3846,2.3853,2.384,2.3853
2.3853,2.3865,2.3846,2.3859,2.3853,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3859
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3859,2.3865,2.3846,2.3865,2.3853,2.3853
2.3853,2.3865,2.3846,2.3859,2.3846,2.3846
2.3853,2.3859,2.3846,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3859
2.3853,2.3865,2.3853,2.3859,2.3853,2.3846
2.3853,2.3865,2.3846,2.3859,2.3846,2.3853
2.3853,2.3865,2.3846,2.3859,2.3853,2.3853
2.3859,2.3859,2.3846,2.3853,2.384,2.3853
2.3853,2.3859,2.3846,2.3859,2.3853,2.3846
2.3859,2.3859,2.3846,2.3859,2.3846,2.3846
2.3859,2.3859,2.3846,2.3853,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3846
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3865,2.3846,2.3853,2.3853,2.3853
2.3846,2.3859,2.3846,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3859,2.3865,2.384,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3859
2.3853,2.3859,2.3859,2.3859,2.384,2.3846
2.3846,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3865,2.3853,2.384,2.3846,2.3846
2.3859,2.3865,2.3846,2.3853,2.3853,2.3853
2.3853,2.3859,2.3853,2.3859,2.3846,2.3846
2.3853,2.3859,2.3846,2.3853,2.384,2.3853
2.3859,2.3865,2.3846,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3846,2.3846
2.3859,2.3859,2.3853,2.3853,2.3853,2.3846
2.3853,2.3865,2.384,2.3853,2.3846,2.3853
2.3859,2.3859,2.3853,2.3859,2.3846,2.3846
2.3859,2.3859,2.3846,2.3853,2.3846,2.3853
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
2.3853,2.3865,2.3846,2.3859,2.384,2.3853
2.3859,2.3859,2.3846,2.3853,2.3846,2.3853
2.3859,2.3859,2.3853,2.3853,2.384,2.3859
2.3859,2.3859,2.3853,2.3859,2.3846,2.3853
2.3853,2.3859,2.3846,2.3859,2.3859,2.3853
2.3853,2.3865,2.3846,2.3859,2.3853,2.3853
2.3859,2.3865,2.384,2.3859,2.3846,2.3853
2.3859,2.3859,2.3846,2.3853,2.3846,2.3853
2.3853,2.3859,2.3853,2.3859,2.3846,2.3846
2.3859,2.3859,2.3853,2.3859,2.384,2.3853
2.3859,2.3865,2.3846,2.3853,2.3846,2.3853
2.3859,2.3859,2.3853,2.3859,2.3853,2.3846
2.3859,2.3859,2.3846,2.3859,2.3846,2.3853
